original_index,positive_sentences,integrated_sentences,doi
269/490,"Li, F. et al. Fabrication and characterization of a room-temperature zno polariton laser. Appl. Phys. Lett. 102, 191118 (2013). 35.","Rev. B 100, 035306 (2019). 34. Li, F. et al. Fabrication and characterization of a room-temperature zno polariton laser. Appl. Phys. Lett. 102, 191118 (2013). 35.",84/10.1021/acs.nanolett.2c03524
270/490,"Christopoulos, S. et al. Room-temperature polariton lasing in semiconductor microcavities.","Li, F. et al. Fabrication and characterization of a room-temperature zno polariton laser. Appl. Phys. Lett. 102, 191118 (2013). 35. Christopoulos, S. et al. Room-temperature polariton lasing in semiconductor microcavities.",84/10.1021/acs.nanolett.2c03524
274/490,"Barachati, F. et al. Interacting polariton ﬂuids in a monolayer of tungsten disulﬁde.","21, 3331–3339 (2021). 37. Barachati, F. et al. Interacting polariton ﬂuids in a monolayer of tungsten disulﬁde.",84/10.1021/acs.nanolett.2c03524
288/490,"Menéndez-Proupin, E., Beltrán Ríos, C. L. & Wahnón, P. Nonhydrogenic exciton spectrum in perovskite ch3nh3pbi3.","ACS Photonics 4, 728–735 (2017). 44. Menéndez-Proupin, E., Beltrán Ríos, C. L. & Wahnón, P. Nonhydrogenic exciton spectrum in perovskite ch3nh3pbi3.",84/10.1021/acs.nanolett.2c03524
298/490,"Pollmann, J. & Büttner, H. Effective hamiltonians and bindings energies of wannier excitons in polar semiconductors. Phys.","ACS applied materials & interfaces 9, 21599–21605 (2017). 51. Pollmann, J. & Büttner, H. Effective hamiltonians and bindings energies of wannier excitons in polar semiconductors. Phys.",84/10.1021/acs.nanolett.2c03524
307/490,"Kalanoor, B., Gouda, L., Gottesman, R., Tirosh, S., Haltzi, E., Zaban, A. & Tischler, Y. Third-order optical nonlinearities in organometallic methylammonium lead iodide perovskite thin ﬁlms. Acs Photonics.","9, 6325-6339 (2018) 55. Kalanoor, B., Gouda, L., Gottesman, R., Tirosh, S., Haltzi, E., Zaban, A. & Tischler, Y. Third-order optical nonlinearities in organometallic methylammonium lead iodide perovskite thin ﬁlms. Acs Photonics.",84/10.1021/acs.nanolett.2c03524
316/490,"Tiguntseva, E. et al. Enhanced temperature-tunable narrow-band photoluminescence from resonant perovskite nanograting. Appl. Surf.","Nat. materials 13, 897–903 (2014). 59. Tiguntseva, E. et al. Enhanced temperature-tunable narrow-band photoluminescence from resonant perovskite nanograting. Appl. Surf.",84/10.1021/acs.nanolett.2c03524
320/490,"Gribakin, B., Khramtsov, E., Trifonov, A. & Ignatiev, I. Exciton-exciton and exciton–charge carrier interaction and exciton collisional broadening in gaas/algaas quantum wells. Phys.","Phys. 85, 299 (2013). 61. Gribakin, B., Khramtsov, E., Trifonov, A. & Ignatiev, I. Exciton-exciton and exciton–charge carrier interaction and exciton collisional broadening in gaas/algaas quantum wells. Phys.",84/10.1021/acs.nanolett.2c03524
332/490,12/25Polariton Resonant pump kx/k0 Polaron-enhanced 19.7 meV blueshift Polaron potential Coulomb potential Polaron-enhanced  exciton binding  energy Figure 4.,All authors extensively discussed the results and participated in editing of the manuscript. 12/25Polariton Resonant pump kx/k0 Polaron-enhanced 19.7 meV blueshift Polaron potential Coulomb potential Polaron-enhanced  exciton binding  energy Figure 4.,84/10.1021/acs.nanolett.2c03524
333/490,"ToC ﬁgure Table of Contents In this work, exciton-polaritons in photonic crystal slab based on halide perovskite are studied.","12/25Polariton Resonant pump kx/k0 Polaron-enhanced 19.7 meV blueshift Polaron potential Coulomb potential Polaron-enhanced  exciton binding  energy Figure 4. ToC ﬁgure Table of Contents In this work, exciton-polaritons in photonic crystal slab based on halide perovskite are studied.",84/10.1021/acs.nanolett.2c03524
335/490,"As a result, it is experimentally observed a record-high value of the nonlinear optical response detected as a 19.7 meV blueshift of the polariton branch under femtosecond laser irradiation.","It revealed the inﬂuence of the polaron effects on the exciton state and polariton interaction. As a result, it is experimentally observed a record-high value of the nonlinear optical response detected as a 19.7 meV blueshift of the polariton branch under femtosecond laser irradiation.",84/10.1021/acs.nanolett.2c03524
339/490,"To initially characterize the optical properties if the imprinted MAPbI3 sample, we have measured and simulated its angle-resolve reﬂectivity (Fig. 1c) at room temperature.","The overall ﬁlm thickness measured by AFM equals 150 nm. To initially characterize the optical properties if the imprinted MAPbI3 sample, we have measured and simulated its angle-resolve reﬂectivity (Fig. 1c) at room temperature.",84/10.1021/acs.nanolett.2c03524
342/490,Note that the absorption at the frequencies above 1.63 eV leads to the broadening and attenuation of the photon mode.,The modelling results nicely agree with the experimental data and allow to extract the dispersion of the leaky photonic mode uncoupled from exciton resonance at room temperature. Note that the absorption at the frequencies above 1.63 eV leads to the broadening and attenuation of the photon mode.,84/10.1021/acs.nanolett.2c03524
393/490,"3 Inﬂuence of thermal effects on the blueshift measurements In order to conﬁrm the absence of the thermal effects on the measured nonlinearities, which measure the optical nonlinear blueshifts at 170K for the the detuning of |X|2 = 0.25 with repetition rates of 100 and 1 kHz.","Vertical error bars correspond to the standard deviation error of Fano lineshape ﬁtting. 3 Inﬂuence of thermal effects on the blueshift measurements In order to conﬁrm the absence of the thermal effects on the measured nonlinearities, which measure the optical nonlinear blueshifts at 170K for the the detuning of |X|2 = 0.25 with repetition rates of 100 and 1 kHz.",84/10.1021/acs.nanolett.2c03524
404/490,Reﬂectance spectra of polariton mode measured at 170K under resonant pump for detuning corresponding to |X|2 = 0.25.,"(2) The electron exchange interaction is deﬁned as6,7 18/251 uJ/cm2 100 kHz 1 kHz 100 kHz 1 kHz 550 uJ/cm2 Blueshift Blueshift 1 uJ/cm2 550 uJ/cm2 a b Figure 7. Reﬂectance spectra of polariton mode measured at 170K under resonant pump for detuning corresponding to |X|2 = 0.25.",84/10.1021/acs.nanolett.2c03524
422/490,The results clearly demonstrate the strong enhancement of blueshift in the case of polaron renormalization of bulk excitons.,"Here we choose the parameters of exciton-polaron in tetragonal phase, and compare with (2D) and (3D) hydrogen-like excitons having the same parameters. The results clearly demonstrate the strong enhancement of blueshift in the case of polaron renormalization of bulk excitons.",84/10.1021/acs.nanolett.2c03524
424/490,"At the limits Eph →0[∞] the exciton binding energy approaches 3D hydrogen model with dielectric permittivity ε →ε∞[s], respectively.","5 The phonon energy dependence of exciton Coulomb nonlinearity The phonon energy dependence of Bohr radius and exciton binding energy is shown in Fig. 9 a, c. At the limits Eph →0[∞] the exciton binding energy approaches 3D hydrogen model with dielectric permittivity ε →ε∞[s], respectively.",84/10.1021/acs.nanolett.2c03524
431/490,"Here the exciton-polaron parameters Eb = 19 meV, aB = 2.36 nm are used for the 2D and 3D models as well.","Exciton spectrum blueshift versus the density in systems of different dimensionality. Here the exciton-polaron parameters Eb = 19 meV, aB = 2.36 nm are used for the 2D and 3D models as well.",84/10.1021/acs.nanolett.2c03524
432/490,"The orange solid curve corresponds to rescaled 2D exciton (the binding energy and Bohr radius are taken as 4Eb, aB/2, respectively) a b c d Figure 9.","Here the exciton-polaron parameters Eb = 19 meV, aB = 2.36 nm are used for the 2D and 3D models as well. The orange solid curve corresponds to rescaled 2D exciton (the binding energy and Bohr radius are taken as 4Eb, aB/2, respectively) a b c d Figure 9.",84/10.1021/acs.nanolett.2c03524
442/490,"It is demonstrated, that the phase transition at around 160 K primarily manifests itself in the abrupt change of the bandgap.","6 The temperature dependence of exciton Coulomb nonlinearity and light-matter cou- pling strength The temperature dependence of excitonic and electronic properties of MAPbI3 is studied in detail in Ref.2. It is demonstrated, that the phase transition at around 160 K primarily manifests itself in the abrupt change of the bandgap.",84/10.1021/acs.nanolett.2c03524
457/490,The evolution of angle-resolved PL spectra of the sample with varying the temperature.,The contributions of nonlinearity rates associated with exciton-exciton interactions and the quench of Rabi splitting are 22/25Figure 11. The evolution of angle-resolved PL spectra of the sample with varying the temperature.,84/10.1021/acs.nanolett.2c03524
478/490,"3. Jiang, Y. et al. Temperature dependent optical properties of ch3nh3pbi3 perovskite by spectroscopic ellipsometry. Appl. Phys. Lett. 108, 061905 (2016).","2. Souﬁani, A. M. et al. Polaronic exciton binding energy in iodide and bromide organic-inorganic lead halide perovskites. Appl. Phys. Lett. 107, 231902 (2015). 3. Jiang, Y. et al. Temperature dependent optical properties of ch3nh3pbi3 perovskite by spectroscopic ellipsometry. Appl. Phys. Lett. 108, 061905 (2016).",84/10.1021/acs.nanolett.2c03524
0/430,"Impact ionization dynamics in small band-gap 2D materials from a coherent phonon mechanism Stephan Michael and Hans Christian Schneider Department of Physics and Research Center OPTIMAS, TU Kaiserslautern, P.O. Box 3049, 67653 Kaiserslautern, Germany We study theoretically the role of carrier multiplication due to impact ionization after an ultrafast optical excitation in a model system of a quasi-two dimensional material with a small band gap.","Impact ionization dynamics in small band-gap 2D materials from a coherent phonon mechanism Stephan Michael and Hans Christian Schneider Department of Physics and Research Center OPTIMAS, TU Kaiserslautern, P.O. Box 3049, 67653 Kaiserslautern, Germany We study theoretically the role of carrier multiplication due to impact ionization after an ultrafast optical excitation in a model system of a quasi-two dimensional material with a small band gap.",133/10.1103/PhysRevB.100.035431
1/430,"As a mechanism for the photo-induced band gap narrowing we use coherent phonons, which mimics the quenching of an insulator phase.","Impact ionization dynamics in small band-gap 2D materials from a coherent phonon mechanism Stephan Michael and Hans Christian Schneider Department of Physics and Research Center OPTIMAS, TU Kaiserslautern, P.O. Box 3049, 67653 Kaiserslautern, Germany We study theoretically the role of carrier multiplication due to impact ionization after an ultrafast optical excitation in a model system of a quasi-two dimensional material with a small band gap. As a mechanism for the photo-induced band gap narrowing we use coherent phonons, which mimics the quenching of an insulator phase.",133/10.1103/PhysRevB.100.035431
