original_index,positive_sentences,integrated_sentences,doi
156/430,This induces a gap closing via coherent phonons that is clearly visible for times later than 50 fs.,The fast increase of the carrier den- sity due to the ultrafast optical excitation occurs around the center of the pulse at 0 fs. This induces a gap closing via coherent phonons that is clearly visible for times later than 50 fs.,133/10.1103/PhysRevB.100.035431
157/430,"Finally, and importantly, there is a delayed increase of the carrier density that is exclusively due to impact ionization from carriers originating from the va- lence band.","This induces a gap closing via coherent phonons that is clearly visible for times later than 50 fs. Finally, and importantly, there is a delayed increase of the carrier density that is exclusively due to impact ionization from carriers originating from the va- lence band.",133/10.1103/PhysRevB.100.035431
158/430,This impact ionization therefore eﬀectively acts a carrier excitation mechanism which drives the dis- tributions in the conduction and valence bands further away from equilibrium.,"Finally, and importantly, there is a delayed increase of the carrier density that is exclusively due to impact ionization from carriers originating from the va- lence band. This impact ionization therefore eﬀectively acts a carrier excitation mechanism which drives the dis- tributions in the conduction and valence bands further away from equilibrium.",133/10.1103/PhysRevB.100.035431
159/430,The coupling of the nonequilib- rium carriers to the coherent phonon increases the band-7 Time (fs)  Band gap (meV)  Carrier density  ( x 1010 cm-2)  FIG. 5.,This impact ionization therefore eﬀectively acts a carrier excitation mechanism which drives the dis- tributions in the conduction and valence bands further away from equilibrium. The coupling of the nonequilib- rium carriers to the coherent phonon increases the band-7 Time (fs)  Band gap (meV)  Carrier density  ( x 1010 cm-2)  FIG. 5.,133/10.1103/PhysRevB.100.035431
160/430,"Gap closing (bottom) and carrier density in the con- duction band (top) vs. time for setups with averaged phonon matrix elements of 4.0 meV (dotted), 6.0 meV (solid) and 8.0 meV (dashed).","The coupling of the nonequilib- rium carriers to the coherent phonon increases the band-7 Time (fs)  Band gap (meV)  Carrier density  ( x 1010 cm-2)  FIG. 5. Gap closing (bottom) and carrier density in the con- duction band (top) vs. time for setups with averaged phonon matrix elements of 4.0 meV (dotted), 6.0 meV (solid) and 8.0 meV (dashed).",133/10.1103/PhysRevB.100.035431
164/430,"With this replacement, we obtain similar ﬁnal carrier distributions after 250 fs as shown in Figure 3, similar carrier densities and band- gap dynamics as shown in Fig. 4 and thus also a similar carrier multiplication of slightly above 70% at 250 fs.","We ﬁrst replace the electron-phonon matrix elements gpd 0 = 10 meV used so far by an averaged ma- trix element ˜gcc 0 = 8.0 meV. With this replacement, we obtain similar ﬁnal carrier distributions after 250 fs as shown in Figure 3, similar carrier densities and band- gap dynamics as shown in Fig. 4 and thus also a similar carrier multiplication of slightly above 70% at 250 fs.",133/10.1103/PhysRevB.100.035431
166/430,"This leads to a sizable diﬀerence in the ﬁ- nal carrier distributions, reduces the band-gap shrinkage and also the carrier multiplication to about 50 % for the setup with gpd 0 = 8.0 meV.","To show the sensitivity of the results on the electron-phonon coupling matrix element, we also show a calculation with gpd 0 = 8.0 meV. This leads to a sizable diﬀerence in the ﬁ- nal carrier distributions, reduces the band-gap shrinkage and also the carrier multiplication to about 50 % for the setup with gpd 0 = 8.0 meV.",133/10.1103/PhysRevB.100.035431
171/430,"Because the quenching of the insulator phase is due to the coherent phonon dynamics, the gap closing depends on the strength of the electron-phonon matrix.","In Fig. 5 we analyze the inﬂuence of diﬀerent values of the averaged electron-phonon coupling matrix element ˜g0 by comparing ˜gcc 0 = 8.0 meV, 4.0 meV, and 6.0 meV. Because the quenching of the insulator phase is due to the coherent phonon dynamics, the gap closing depends on the strength of the electron-phonon matrix.",133/10.1103/PhysRevB.100.035431
172/430,"Due to eﬃciency of the coupling between carrier and band dy- namics, the mutual ampliﬁcation between impact ion- ization and gap closing leads to a gap minimum of 15 meV for the setup with ˜gcc 0 = 8.0 meV, 58 meV for the setup with ˜gcc 0 = 6.0 meV and 81 meV for the setup with ˜gcc 0 = 4.0 meV.","Because the quenching of the insulator phase is due to the coherent phonon dynamics, the gap closing depends on the strength of the electron-phonon matrix. Due to eﬃciency of the coupling between carrier and band dy- namics, the mutual ampliﬁcation between impact ion- ization and gap closing leads to a gap minimum of 15 meV for the setup with ˜gcc 0 = 8.0 meV, 58 meV for the setup with ˜gcc 0 = 6.0 meV and 81 meV for the setup with ˜gcc 0 = 4.0 meV.",133/10.1103/PhysRevB.100.035431
173/430,Besides the gap closing also the carrier multiplication is visible in Fig. 5 via the time-evolution of the carrier density in the conduction band.,"Due to eﬃciency of the coupling between carrier and band dy- namics, the mutual ampliﬁcation between impact ion- ization and gap closing leads to a gap minimum of 15 meV for the setup with ˜gcc 0 = 8.0 meV, 58 meV for the setup with ˜gcc 0 = 6.0 meV and 81 meV for the setup with ˜gcc 0 = 4.0 meV. Besides the gap closing also the carrier multiplication is visible in Fig. 5 via the time-evolution of the carrier density in the conduction band.",133/10.1103/PhysRevB.100.035431
177/430,"[66] As we cannot compute the cross sections that would be needed for a quantitative comparison with the energy distribu- tion curves, we present a qualitative comparison using a broadening of the conduction and valence distribution by the typical experimental energy resolution of 150 meV (FWHM).","In particular, the energy distribution curves of photoemitted electrons cannot unambiguously be interpreted without some theoretical model. [66] As we cannot compute the cross sections that would be needed for a quantitative comparison with the energy distribu- tion curves, we present a qualitative comparison using a broadening of the conduction and valence distribution by the typical experimental energy resolution of 150 meV (FWHM).",133/10.1103/PhysRevB.100.035431
180/430,"In the following, we ﬁrst illustrate the spectral and kinetic response with the help of the broadened distribu- tions using our two band model and the electron-phonon matrix element gpd 0 = 10.0 meV in the orbital basis in- cluding the basis transformation of the electron-phonon matrix elements.","The important point for the comparison with experiment are the energy dependent features, not the numerical value of the Nbs. In the following, we ﬁrst illustrate the spectral and kinetic response with the help of the broadened distribu- tions using our two band model and the electron-phonon matrix element gpd 0 = 10.0 meV in the orbital basis in- cluding the basis transformation of the electron-phonon matrix elements.",133/10.1103/PhysRevB.100.035431
181/430,We ﬁrst show results for our model us- ing the band-gap of TiSe2 in the charge-density wave phase which are intended to be compared to electron distribution curves for small band-gap materials.,"In the following, we ﬁrst illustrate the spectral and kinetic response with the help of the broadened distribu- tions using our two band model and the electron-phonon matrix element gpd 0 = 10.0 meV in the orbital basis in- cluding the basis transformation of the electron-phonon matrix elements. We ﬁrst show results for our model us- ing the band-gap of TiSe2 in the charge-density wave phase which are intended to be compared to electron distribution curves for small band-gap materials.",133/10.1103/PhysRevB.100.035431
183/430,"The broadened distributions for conduction and va- lence bands, together with the band dispersions are shown in Figure 6 for diﬀerent times.","After- wards we analyze the dependence of the response on the optical excitation by a parameter study for diﬀerent Rabi frequencies and excitation energies. The broadened distributions for conduction and va- lence bands, together with the band dispersions are shown in Figure 6 for diﬀerent times.",133/10.1103/PhysRevB.100.035431
185/430,"Time-dependent band dispersion (top), broadened carrier distribution function in the conduction band (middle) and valence band (bottom) at 25 fs (dashed black), 100 fs (dotted black), 175 fs (solid black), 250 fs (dashed red) after an ultrashort optical excitation at 0 fs.","We focus on the8 Nc  k (nm-1)  Energy (meV) Nv  FIG. 6. Time-dependent band dispersion (top), broadened carrier distribution function in the conduction band (middle) and valence band (bottom) at 25 fs (dashed black), 100 fs (dotted black), 175 fs (solid black), 250 fs (dashed red) after an ultrashort optical excitation at 0 fs.",133/10.1103/PhysRevB.100.035431
187/430,The dynamics of the distribution function in the valence band is mainly due to the gap closing and reshaping of the bands as the eﬀect of impact ionization is hardly visible due to the broadening.,After 200 fs a quasi- equilibrium is almost reached in both bands. The dynamics of the distribution function in the valence band is mainly due to the gap closing and reshaping of the bands as the eﬀect of impact ionization is hardly visible due to the broadening.,133/10.1103/PhysRevB.100.035431
